acoustic_data,time_to_failure
5,1.3531960936
-5,1.3531960925
-4,1.3531960914
1,1.3531960903
3,1.3531960892
4,1.3531960881
6,1.353196087
12,1.3531960859
15,1.3531960848
17,1.3531960837
14,1.3531960826
9,1.3531960815
6,1.3531960804
6,1.3531960793
3,1.3531960782
3,1.3531960771
3,1.353196076
4,1.3531960749
6,1.3531960738
3,1.3531960727
2,1.3531960716
5,1.3531960705
2,1.3531960694
7,1.3531960683
7,1.3531960672
7,1.3531960661
4,1.353196065
6,1.3531960639
10,1.3531960628
11,1.3531960617
8,1.3531960606
2,1.3531960595
5,1.3531960584
6,1.3531960573
4,1.3531960562
6,1.3531960551
6,1.353196054
4,1.3531960529
0,1.3531960518
-1,1.3531960507
0,1.3531960496
-2,1.3531960485
1,1.3531960474
3,1.3531960463
5,1.3531960452
8,1.3531960441
8,1.353196043
10,1.3531960419
7,1.3531960408
7,1.3531960397
7,1.3531960386
10,1.3531960375
11,1.3531960364
13,1.3531960353
8,1.3531960342
6,1.3531960331
1,1.353196032
3,1.3531960309
5,1.3531960298
5,1.3531960287
8,1.3531960276
4,1.3531960265
4,1.3531960254
7,1.3531960243
8,1.3531960232
5,1.3531960221
3,1.353196021
4,1.3531960199
1,1.3531960188
0,1.3531960177
2,1.3531960166
5,1.3531960155
3,1.3531960144
2,1.3531960133
1,1.3531960122
-4,1.3531960111
4,1.35319601
3,1.3531960089
4,1.3531960078
10,1.3531960067
10,1.3531960056
10,1.3531960045
5,1.3531960034
7,1.3531960023
5,1.3531960012
3,1.3531960001
6,1.353195999
5,1.3531959979
-1,1.3531959968
5,1.3531959957
8,1.3531959946
7,1.3531959935
6,1.3531959924
6,1.3531959913
4,1.3531959902
5,1.3531959891
8,1.353195988
6,1.3531959869
6,1.3531959858
7,1.3531959847
8,1.3531959836
3,1.3531959825
1,1.3531959814
4,1.3531959803
5,1.3531959792
1,1.3531959781
3,1.353195977
3,1.3531959759
4,1.3531959748
3,1.3531959737
7,1.3531959726
5,1.3531959715
4,1.3531959704
7,1.3531959693
7,1.3531959682
7,1.3531959671
8,1.353195966
4,1.3531959649
3,1.3531959638
7,1.3531959627
4,1.3531959616
6,1.3531959605
7,1.3531959594
9,1.3531959583
9,1.3531959572
6,1.3531959561
6,1.353195955
4,1.3531959539
4,1.3531959528
5,1.3531959517
5,1.3531959506
6,1.3531959495
2,1.3531959484
7,1.3531959473
1,1.3531959462
2,1.3531959451
1,1.353195944
0,1.3531959429
4,1.3531959418
5,1.3531959407
5,1.3531959396
7,1.3531959385
12,1.3531959374
8,1.3531959363
10,1.3531959352
9,1.3531959341
6,1.353195933
10,1.3531959319
4,1.3531959308
3,1.3531959297
2,1.3531959286
4,1.3531959275
7,1.3531959264
7,1.3531959253
3,1.3531959242
6,1.3531959231
4,1.353195922
7,1.3531959209
3,1.3531959198
4,1.3531959187
1,1.3531959176
1,1.3531959165
5,1.3531959154
9,1.3531959143
9,1.3531959132
4,1.3531959121
9,1.353195911
5,1.3531959099
6,1.3531959088
1,1.3531959077
7,1.3531959066
6,1.3531959055
3,1.3531959044
-1,1.3531959033
2,1.3531959022
2,1.3531959011
8,1.3531959
6,1.3531958989
2,1.3531958978
7,1.3531958967
5,1.3531958956
6,1.3531958945
6,1.3531958934
3,1.3531958923
3,1.3531958912
8,1.3531958901
8,1.353195889
11,1.3531958879
8,1.3531958868
6,1.3531958857
-1,1.3531958846
5,1.3531958835
-2,1.3531958824
0,1.3531958813
2,1.3531958802
3,1.3531958791
5,1.353195878
6,1.3531958769
11,1.3531958758
13,1.3531958747
9,1.3531958736
7,1.3531958725
8,1.3531958714
0,1.3531958703
-4,1.3531958692
-1,1.3531958681
5,1.353195867
4,1.3531958659
6,1.3531958648
7,1.3531958637
11,1.3531958626
8,1.3531958615
7,1.3531958604
13,1.3531958593
7,1.3531958582
5,1.3531958571
9,1.353195856
11,1.3531958549
10,1.3531958538
2,1.3531958527
7,1.3531958516
4,1.3531958505
7,1.3531958494
7,1.3531958483
6,1.3531958472
3,1.3531958461
1,1.353195845
-1,1.3531958439
5,1.3531958428
10,1.3531958417
8,1.3531958406
8,1.3531958395
7,1.3531958384
8,1.3531958373
8,1.3531958362
5,1.3531958351
3,1.353195834
4,1.3531958329
3,1.3531958318
6,1.3531958307
1,1.3531958296
6,1.3531958285
6,1.3531958274
2,1.3531958263
2,1.3531958252
6,1.3531958241
10,1.353195823
11,1.3531958219
9,1.3531958208
2,1.3531958197
5,1.3531958186
4,1.3531958175
1,1.3531958164
5,1.3531958153
6,1.3531958142
4,1.3531958131
4,1.353195812
8,1.3531958109
4,1.3531958098
8,1.3531958087
11,1.3531958076
9,1.3531958065
5,1.3531958054
7,1.3531958043
8,1.3531958032
11,1.3531958021
9,1.353195801
1,1.3531957999
3,1.3531957988
2,1.3531957977
0,1.3531957966
0,1.3531957955
-1,1.3531957944
2,1.3531957933
7,1.3531957922
5,1.3531957911
5,1.35319579
4,1.3531957889
10,1.3531957878
12,1.3531957867
9,1.3531957856
8,1.3531957845
7,1.3531957834
7,1.3531957823
7,1.3531957812
