acoustic_data,time_to_failure
5,1.4307971848
6,1.4307971837
8,1.4307971826
6,1.4307971815
3,1.4307971804
-1,1.4307971793
5,1.4307971782
4,1.4307971771
4,1.430797176
4,1.4307971749
6,1.4307971738
5,1.4307971727
5,1.4307971716
5,1.4307971705
6,1.4307971694
4,1.4307971683
8,1.4307971672
7,1.4307971661
3,1.430797165
7,1.4307971639
9,1.4307971628
5,1.4307971617
7,1.4307971606
6,1.4307971595
6,1.4307971584
3,1.4307971573
0,1.4307971562
4,1.4307971551
8,1.430797154
8,1.4307971529
6,1.4307971518
4,1.4307971507
3,1.4307971496
1,1.4307971485
5,1.4307971474
5,1.4307971463
4,1.4307971452
5,1.4307971441
-1,1.430797143
5,1.4307971419
4,1.4307971408
9,1.4307971397
9,1.4307971386
6,1.4307971375
8,1.4307971364
8,1.4307971353
8,1.4307971342
5,1.4307971331
6,1.430797132
4,1.4307971309
1,1.4307971298
1,1.4307971287
6,1.4307971276
4,1.4307971265
7,1.4307971254
5,1.4307971243
4,1.4307971232
7,1.4307971221
7,1.430797121
6,1.4307971199
5,1.4307971188
-1,1.4307971177
-1,1.4307971166
8,1.4307971155
11,1.4307971144
10,1.4307971133
4,1.4307971122
3,1.4307971111
3,1.43079711
2,1.4307971089
4,1.4307971078
5,1.4307971067
2,1.4307971056
4,1.4307971045
7,1.4307971034
7,1.4307971023
9,1.4307971012
3,1.4307971001
7,1.430797099
4,1.4307970979
9,1.4307970968
3,1.4307970957
1,1.4307970946
2,1.4307970935
7,1.4307970924
5,1.4307970913
5,1.4307970902
6,1.4307970891
3,1.430797088
1,1.4307970869
4,1.4307970858
7,1.4307970847
10,1.4307970836
8,1.4307970825
9,1.4307970814
6,1.4307970803
3,1.4307970792
3,1.4307970781
8,1.430797077
9,1.4307970759
6,1.4307970748
3,1.4307970737
6,1.4307970726
3,1.4307970715
5,1.4307970704
6,1.4307970693
7,1.4307970682
7,1.4307970671
2,1.430797066
0,1.4307970649
0,1.4307970638
6,1.4307970627
2,1.4307970616
3,1.4307970605
3,1.4307970594
3,1.4307970583
4,1.4307970572
6,1.4307970561
1,1.430797055
7,1.4307970539
6,1.4307970528
8,1.4307970517
9,1.4307970506
5,1.4307970495
8,1.4307970484
8,1.4307970473
10,1.4307970462
7,1.4307970451
9,1.430797044
4,1.4307970429
7,1.4307970418
6,1.4307970407
5,1.4307970396
6,1.4307970385
2,1.4307970374
4,1.4307970363
4,1.4307970352
3,1.4307970341
4,1.430797033
7,1.4307970319
10,1.4307970308
6,1.4307970297
6,1.4307970286
4,1.4307970275
6,1.4307970264
4,1.4307970253
1,1.4307970242
2,1.4307970231
8,1.430797022
6,1.4307970209
3,1.4307970198
5,1.4307970187
2,1.4307970176
7,1.4307970165
8,1.4307970154
6,1.4307970143
6,1.4307970132
2,1.4307970121
1,1.430797011
6,1.4307970099
5,1.4307970088
8,1.4307970077
10,1.4307970066
3,1.4307970055
3,1.4307970044
5,1.4307970033
6,1.4307970022
10,1.4307970011
7,1.430797
1,1.4307969989
6,1.4307969978
3,1.4307969967
3,1.4307969956
5,1.4307969945
3,1.4307969934
5,1.4307969923
6,1.4307969912
7,1.4307969901
2,1.430796989
4,1.4307969879
5,1.4307969868
7,1.4307969857
3,1.4307969846
2,1.4307969835
7,1.4307969824
6,1.4307969813
2,1.4307969802
-1,1.4307969791
1,1.430796978
10,1.4307969769
5,1.4307969758
5,1.4307969747
7,1.4307969736
7,1.4307969725
7,1.4307969714
5,1.4307969703
5,1.4307969692
3,1.4307969681
8,1.430796967
10,1.4307969659
7,1.4307969648
5,1.4307969637
4,1.4307969626
7,1.4307969615
5,1.4307969604
5,1.4307969593
8,1.4307969582
2,1.4307969571
5,1.430796956
2,1.4307969549
1,1.4307969538
1,1.4307969527
-1,1.4307969516
1,1.4307969505
1,1.4307969494
4,1.4307969483
7,1.4307969472
5,1.4307969461
11,1.430796945
8,1.4307969439
5,1.4307969428
3,1.4307969417
10,1.4307969406
5,1.4307969395
3,1.4307969384
9,1.4307969373
11,1.4307969362
10,1.4307969351
3,1.430796934
6,1.4307969329
6,1.4307969318
5,1.4307969307
6,1.4307969296
6,1.4307969285
10,1.4307969274
8,1.4307969263
4,1.4307969252
5,1.4307969241
9,1.430796923
5,1.4307969219
5,1.4307969208
3,1.4307969197
1,1.4307969186
3,1.4307969175
4,1.4307969164
3,1.4307969153
5,1.4307969142
1,1.4307969131
1,1.430796912
7,1.4307969109
6,1.4307969098
3,1.4307969087
4,1.4307969076
3,1.4307969065
6,1.4307969054
12,1.4307969043
9,1.4307969032
9,1.4307969021
7,1.430796901
2,1.4307968999
7,1.4307968988
8,1.4307968977
3,1.4307968966
7,1.4307968955
2,1.4307968944
3,1.4307968933
3,1.4307968922
5,1.4307968911
9,1.43079689
7,1.4307968889
6,1.4307968878
5,1.4307968867
7,1.4307968856
6,1.4307968845
2,1.4307968834
6,1.4307968823
5,1.4307968812
6,1.4307968801
8,1.430796879
4,1.4307968779
4,1.4307968768
8,1.4307968757
7,1.4307968746
5,1.4307968735
7,1.4307968724
1,1.4307968713
2,1.4307968702
5,1.4307968691
1,1.430796868
4,1.4307968669
4,1.4307968658
8,1.4307968647
7,1.4307968636
8,1.4307968625
5,1.4307968614
5,1.4307968603
6,1.4307968592
8,1.4307968581
8,1.430796857
5,1.4307968559
6,1.4307968548
6,1.4307968537
8,1.4307968526
7,1.4307968515
8,1.4307968504
7,1.4307968493
5,1.4307968482
3,1.4307968471
2,1.430796846
5,1.4307968449
5,1.4307968438
3,1.4307968427
3,1.4307968416
2,1.4307968405
7,1.4307968394
4,1.4307968383
10,1.4307968372
1,1.4307968361
8,1.430796835
6,1.4307968339
0,1.4307968328
0,1.4307968317
0,1.4307968306
2,1.4307968295
4,1.4307968284
10,1.4307968273
14,1.4307968262
9,1.4307968251
13,1.430796824
10,1.4307968229
7,1.4307968218
5,1.4307968207
3,1.4307968196
1,1.4307968185
3,1.4307968174
4,1.4307968163
5,1.4307968152
0,1.4307968141
1,1.430796813
3,1.4307968119
5,1.4307968108
3,1.4307968097
5,1.4307968086
9,1.4307968075
5,1.4307968064
3,1.4307968053
8,1.4307968042
6,1.4307968031
7,1.430796802
7,1.4307968009
5,1.4307967998
6,1.4307967987
8,1.4307967976
8,1.4307967965
8,1.4307967954
2,1.4307967943
3,1.4307967932
7,1.4307967921
5,1.430796791
5,1.4307967899
5,1.4307967888
8,1.4307967877
7,1.4307967866
8,1.4307967855
11,1.4307967844
4,1.4307967833
2,1.4307967822
5,1.4307967811
4,1.43079678
4,1.4307967789
4,1.4307967778
5,1.4307967767
2,1.4307967756
3,1.4307967745
6,1.4307967734
5,1.4307967723
4,1.4307967712
6,1.4307967701
6,1.430796769
7,1.4307967679
8,1.4307967668
10,1.4307967657
9,1.4307967646
6,1.4307967635
4,1.4307967624
3,1.4307967613
3,1.4307967602
1,1.4307967591
6,1.430796758
8,1.4307967569
4,1.4307967558
4,1.4307967547
5,1.4307967536
5,1.4307967525
4,1.4307967514
6,1.4307967503
8,1.4307967492
6,1.4307967481
6,1.430796747
2,1.4307967459
6,1.4307967448
6,1.4307967437
4,1.4307967426
2,1.4307967415
6,1.4307967404
6,1.4307967393
5,1.4307967382
8,1.4307967371
3,1.430796736
5,1.4307967349
7,1.4307967338
6,1.4307967327
6,1.4307967316
5,1.4307967305
5,1.4307967294
4,1.4307967283
5,1.4307967272
-1,1.4307967261
1,1.430796725
5,1.4307967239
6,1.4307967228
3,1.4307967217
1,1.4307967206
5,1.4307967195
6,1.4307967184
4,1.4307967173
4,1.4307967162
6,1.4307967151
6,1.430796714
2,1.4307967129
10,1.4307967118
6,1.4307967107
2,1.4307967096
4,1.4307967085
6,1.4307967074
-2,1.4307967063
-1,1.4307967052
3,1.4307967041
3,1.430796703
4,1.4307967019
7,1.4307967008
3,1.4307966997
3,1.4307966986
6,1.4307966975
12,1.4307966964
11,1.4307966953
9,1.4307966942
7,1.4307966931
-2,1.430796692
1,1.4307966909
4,1.4307966898
3,1.4307966887
3,1.4307966876
3,1.4307966865
4,1.4307966854
5,1.4307966843
4,1.4307966832
3,1.4307966821
6,1.430796681
5,1.4307966799
7,1.4307966788
4,1.4307966777
10,1.4307966766
9,1.4307966755
8,1.4307966744
8,1.4307966733
6,1.4307966722
4,1.4307966711
2,1.43079667
-1,1.4307966689
1,1.4307966678
2,1.4307966667
4,1.4307966656
3,1.4307966645
2,1.4307966634
3,1.4307966623
7,1.4307966612
5,1.4307966601
5,1.430796659
5,1.4307966579
8,1.4307966568
9,1.4307966557
10,1.4307966546
10,1.4307966535
11,1.4307966524
8,1.4307966513
7,1.4307966502
1,1.4307966491
4,1.430796648
8,1.4307966469
2,1.4307966458
3,1.4307966447
2,1.4307966436
5,1.4307966425
4,1.4307966414
2,1.4307966403
3,1.4307966392
5,1.4307966381
1,1.430796637
3,1.4307966359
7,1.4307966348
4,1.4307966337
4,1.4307966326
6,1.4307966315
4,1.4307966304
4,1.4307966293
0,1.4307966282
6,1.4307966271
7,1.430796626
8,1.4307966249
7,1.4307966238
9,1.4307966227
6,1.4307966216
5,1.4307966205
5,1.4307966194
5,1.4307966183
6,1.4307966172
8,1.4307966161
7,1.430796615
4,1.4307966139
5,1.4307966128
0,1.4307966117
6,1.4307966106
5,1.4307966095
4,1.4307966084
7,1.4307966073
6,1.4307966062
8,1.4307966051
1,1.430796604
5,1.4307966029
9,1.4307966018
4,1.4307966007
4,1.4307965996
6,1.4307965985
4,1.4307965974
3,1.4307965963
0,1.4307965952
4,1.4307965941
1,1.430796593
0,1.4307965919
4,1.4307965908
7,1.4307965897
7,1.4307965886
5,1.4307965875
4,1.4307965864
3,1.4307965853
5,1.4307965842
4,1.4307965831
0,1.430796582
3,1.4307965809
-1,1.4307965798
0,1.4307965787
8,1.4307965776
5,1.4307965765
6,1.4307965754
5,1.4307965743
8,1.4307965732
7,1.4307965721
5,1.430796571
2,1.4307965699
5,1.4307965688
3,1.4307965677
6,1.4307965666
5,1.4307965655
-3,1.4307965644
-1,1.4307965633
4,1.4307965622
0,1.4307965611
7,1.43079656
9,1.4307965589
5,1.4307965578
5,1.4307965567
4,1.4307965556
6,1.4307965545
5,1.4307965534
4,1.4307965523
7,1.4307965512
7,1.4307965501
3,1.430796549
3,1.4307965479
6,1.4307965468
4,1.4307965457
6,1.4307965446
8,1.4307965435
8,1.4307965424
4,1.4307965413
5,1.4307965402
1,1.4307965391
6,1.430796538
0,1.4307965369
0,1.4307965358
4,1.4307965347
3,1.4307965336
4,1.4307965325
6,1.4307965314
8,1.4307965303
8,1.4307965292
4,1.4307965281
4,1.430796527
8,1.4307965259
6,1.4307965248
4,1.4307965237
2,1.4307965226
0,1.4307965215
1,1.4307965204
1,1.4307965193
4,1.4307965182
3,1.4307965171
6,1.430796516
6,1.4307965149
6,1.4307965138
10,1.4307965127
6,1.4307965116
3,1.4307965105
6,1.4307965094
7,1.4307965083
7,1.4307965072
8,1.4307965061
4,1.430796505
0,1.4307965039
2,1.4307965028
