acoustic_data,time_to_failure
3,7.8203967352
6,7.8203967341
2,7.820396733
6,7.8203967319
8,7.8203967308
2,7.8203967297
2,7.8203967286
1,7.8203967275
5,7.8203967264
3,7.8203967253
3,7.8203967242
4,7.8203967231
0,7.820396722
3,7.8203967209
1,7.8203967198
6,7.8203967187
3,7.8203967176
5,7.8203967165
4,7.8203967154
8,7.8203967143
6,7.8203967132
9,7.8203967121
9,7.820396711
5,7.8203967099
7,7.8203967088
6,7.8203967077
8,7.8203967066
9,7.8203967055
6,7.8203967044
2,7.8203967033
5,7.8203967022
3,7.8203967011
0,7.8203967
3,7.8203966989
4,7.8203966978
4,7.8203966967
5,7.8203966956
9,7.8203966945
6,7.8203966934
4,7.8203966923
0,7.8203966912
1,7.8203966901
8,7.820396689
11,7.8203966879
6,7.8203966868
7,7.8203966857
3,7.8203966846
4,7.8203966835
5,7.8203966824
2,7.8203966813
3,7.8203966802
2,7.8203966791
5,7.820396678
4,7.8203966769
5,7.8203966758
2,7.8203966747
1,7.8203966736
5,7.8203966725
5,7.8203966714
6,7.8203966703
6,7.8203966692
6,7.8203966681
11,7.820396667
15,7.8203966659
16,7.8203966648
16,7.8203966637
12,7.8203966626
9,7.8203966615
5,7.8203966604
-3,7.8203966593
2,7.8203966582
-2,7.8203966571
-11,7.820396656
-6,7.8203966549
1,7.8203966538
2,7.8203966527
1,7.8203966516
10,7.8203966505
13,7.8203966494
11,7.8203966483
11,7.8203966472
11,7.8203966461
7,7.820396645
7,7.8203966439
2,7.8203966428
-1,7.8203966417
-1,7.8203966406
-1,7.8203966395
0,7.8203966384
3,7.8203966373
1,7.8203966362
5,7.8203966351
9,7.820396634
13,7.8203966329
16,7.8203966318
17,7.8203966307
13,7.8203966296
12,7.8203966285
5,7.8203966274
-1,7.8203966263
-7,7.8203966252
-9,7.8203966241
-11,7.820396623
-7,7.8203966219
-8,7.8203966208
-4,7.8203966197
2,7.8203966186
8,7.8203966175
8,7.8203966164
6,7.8203966153
14,7.8203966142
13,7.8203966131
9,7.820396612
8,7.8203966109
15,7.8203966098
15,7.8203966087
12,7.8203966076
10,7.8203966065
13,7.8203966054
9,7.8203966043
0,7.8203966032
-3,7.8203966021
-3,7.820396601
-6,7.8203965999
-7,7.8203965988
-8,7.8203965977
-4,7.8203965966
2,7.8203965955
3,7.8203965944
5,7.8203965933
6,7.8203965922
9,7.8203965911
14,7.82039659
14,7.8203965889
13,7.8203965878
10,7.8203965867
8,7.8203965856
-1,7.8203965845
-1,7.8203965834
2,7.8203965823
1,7.8203965812
-1,7.8203965801
2,7.820396579
3,7.8203965779
5,7.8203965768
11,7.8203965757
12,7.8203965746
11,7.8203965735
9,7.8203965724
