acoustic_data,time_to_failure
3,10.865198903
3,10.865198902
7,10.865198901
6,10.865198899
4,10.865198898
2,10.865198897
1,10.865198896
9,10.865198895
11,10.865198894
2,10.865198893
-1,10.865198892
3,10.865198891
5,10.86519889
5,10.865198888
6,10.865198887
4,10.865198886
1,10.865198885
3,10.865198884
-1,10.865198883
3,10.865198882
5,10.865198881
2,10.86519888
1,10.865198879
5,10.865198877
4,10.865198876
3,10.865198875
-3,10.865198874
-2,10.865198873
-2,10.865198872
4,10.865198871
5,10.86519887
5,10.865198869
12,10.865198868
9,10.865198866
12,10.865198865
12,10.865198864
4,10.865198863
3,10.865198862
4,10.865198861
6,10.86519886
3,10.865198859
3,10.865198858
2,10.865198857
0,10.865198855
-3,10.865198854
2,10.865198853
2,10.865198852
3,10.865198851
4,10.86519885
7,10.865198849
5,10.865198848
1,10.865198847
6,10.865198846
9,10.865198844
6,10.865198843
8,10.865198842
10,10.865198841
5,10.86519884
3,10.865198839
7,10.865198838
5,10.865198837
3,10.865198836
5,10.865198835
8,10.865198833
3,10.865198832
2,10.865198831
4,10.86519883
3,10.865198829
3,10.865198828
6,10.865198827
7,10.865198826
6,10.865198825
7,10.865198824
4,10.865198822
4,10.865198821
-2,10.86519882
1,10.865198819
6,10.865198818
6,10.865198817
4,10.865198816
1,10.865198815
5,10.865198814
3,10.865198813
4,10.865198811
-1,10.86519881
8,10.865198809
9,10.865198808
7,10.865198807
8,10.865198806
4,10.865198805
3,10.865198804
-1,10.865198803
2,10.865198802
5,10.8651988
4,10.865198799
3,10.865198798
0,10.865198797
5,10.865198796
4,10.865198795
8,10.865198794
6,10.865198793
0,10.865198792
4,10.865198791
4,10.865198789
9,10.865198788
4,10.865198787
4,10.865198786
4,10.865198785
2,10.865198784
3,10.865198783
3,10.865198782
6,10.865198781
0,10.86519878
2,10.865198778
5,10.865198777
8,10.865198776
7,10.865198775
6,10.865198774
10,10.865198773
5,10.865198772
7,10.865198771
6,10.86519877
9,10.865198769
4,10.865198767
2,10.865198766
2,10.865198765
1,10.865198764
6,10.865198763
5,10.865198762
7,10.865198761
4,10.86519876
1,10.865198759
3,10.865198758
4,10.865198756
