acoustic_data,time_to_failure
11,14.661495653
7,14.661495652
6,14.661495651
2,14.66149565
3,14.661495649
8,14.661495648
4,14.661495647
1,14.661495645
0,14.661495644
3,14.661495643
2,14.661495642
4,14.661495641
7,14.66149564
5,14.661495639
2,14.661495638
1,14.661495637
2,14.661495636
11,14.661495634
8,14.661495633
6,14.661495632
4,14.661495631
3,14.66149563
-1,14.661495629
-3,14.661495628
-3,14.661495627
-2,14.661495626
2,14.661495625
7,14.661495623
7,14.661495622
8,14.661495621
10,14.66149562
6,14.661495619
4,14.661495618
4,14.661495617
6,14.661495616
6,14.661495615
10,14.661495614
1,14.661495612
0,14.661495611
0,14.66149561
4,14.661495609
0,14.661495608
4,14.661495607
4,14.661495606
6,14.661495605
2,14.661495604
6,14.661495603
7,14.661495601
4,14.6614956
6,14.661495599
6,14.661495598
2,14.661495597
4,14.661495596
4,14.661495595
4,14.661495594
6,14.661495593
5,14.661495592
3,14.66149559
5,14.661495589
6,14.661495588
1,14.661495587
6,14.661495586
8,14.661495585
5,14.661495584
0,14.661495583
1,14.661495582
4,14.661495581
2,14.661495579
1,14.661495578
5,14.661495577
3,14.661495576
4,14.661495575
7,14.661495574
2,14.661495573
6,14.661495572
6,14.661495571
11,14.66149557
9,14.661495568
1,14.661495567
3,14.661495566
9,14.661495565
8,14.661495564
2,14.661495563
4,14.661495562
3,14.661495561
5,14.66149556
8,14.661495559
9,14.661495557
6,14.661495556
4,14.661495555
5,14.661495554
1,14.661495553
3,14.661495552
2,14.661495551
5,14.66149555
4,14.661495549
6,14.661495548
10,14.661495546
10,14.661495545
6,14.661495544
5,14.661495543
9,14.661495542
5,14.661495541
0,14.66149554
1,14.661495539
3,14.661495538
2,14.661495537
6,14.661495535
7,14.661495534
6,14.661495533
11,14.661495532
12,14.661495531
4,14.66149553
3,14.661495529
3,14.661495528
4,14.661495527
3,14.661495526
2,14.661495524
2,14.661495523
5,14.661495522
4,14.661495521
3,14.66149552
2,14.661495519
2,14.661495518
2,14.661495517
3,14.661495516
8,14.661495515
13,14.661495513
8,14.661495512
3,14.661495511
5,14.66149551
5,14.661495509
5,14.661495508
5,14.661495507
9,14.661495506
6,14.661495505
3,14.661495504
6,14.661495502
7,14.661495501
9,14.6614955
4,14.661495499
3,14.661495498
3,14.661495497
0,14.661495496
4,14.6604
5,14.660399999
4,14.660399998
6,14.660399997
3,14.660399996
6,14.660399995
4,14.660399994
5,14.660399993
6,14.660399992
4,14.66039999
7,14.660399989
8,14.660399988
8,14.660399987
2,14.660399986
7,14.660399985
3,14.660399984
1,14.660399983
3,14.660399982
6,14.660399981
6,14.660399979
6,14.660399978
2,14.660399977
7,14.660399976
3,14.660399975
7,14.660399974
8,14.660399973
4,14.660399972
4,14.660399971
5,14.66039997
7,14.660399968
4,14.660399967
6,14.660399966
9,14.660399965
5,14.660399964
6,14.660399963
10,14.660399962
8,14.660399961
6,14.66039996
2,14.660399959
3,14.660399957
4,14.660399956
6,14.660399955
3,14.660399954
3,14.660399953
5,14.660399952
3,14.660399951
3,14.66039995
7,14.660399949
10,14.660399948
6,14.660399946
5,14.660399945
5,14.660399944
7,14.660399943
10,14.660399942
3,14.660399941
6,14.66039994
3,14.660399939
7,14.660399938
3,14.660399937
7,14.660399935
5,14.660399934
4,14.660399933
3,14.660399932
8,14.660399931
4,14.66039993
2,14.660399929
2,14.660399928
4,14.660399927
7,14.660399926
3,14.660399924
3,14.660399923
5,14.660399922
7,14.660399921
9,14.66039992
4,14.660399919
6,14.660399918
5,14.660399917
6,14.660399916
7,14.660399915
5,14.660399913
3,14.660399912
1,14.660399911
2,14.66039991
-1,14.660399909
0,14.660399908
1,14.660399907
3,14.660399906
6,14.660399905
6,14.660399904
3,14.660399902
5,14.660399901
11,14.6603999
7,14.660399899
12,14.660399898
10,14.660399897
9,14.660399896
3,14.660399895
5,14.660399894
5,14.660399893
1,14.660399891
1,14.66039989
5,14.660399889
2,14.660399888
-1,14.660399887
5,14.660399886
4,14.660399885
8,14.660399884
8,14.660399883
5,14.660399882
5,14.66039988
2,14.660399879
4,14.660399878
4,14.660399877
6,14.660399876
4,14.660399875
5,14.660399874
1,14.660399873
5,14.660399872
2,14.660399871
6,14.660399869
3,14.660399868
6,14.660399867
5,14.660399866
3,14.660399865
2,14.660399864
7,14.660399863
8,14.660399862
2,14.660399861
-1,14.66039986
2,14.660399858
6,14.660399857
7,14.660399856
0,14.660399855
2,14.660399854
6,14.660399853
6,14.660399852
3,14.660399851
2,14.66039985
4,14.660399849
4,14.660399847
6,14.660399846
5,14.660399845
6,14.660399844
5,14.660399843
5,14.660399842
5,14.660399841
7,14.66039984
5,14.660399839
1,14.660399838
2,14.660399836
-2,14.660399835
1,14.660399834
6,14.660399833
6,14.660399832
3,14.660399831
5,14.66039983
3,14.660399829
7,14.660399828
7,14.660399827
7,14.660399825
8,14.660399824
8,14.660399823
7,14.660399822
5,14.660399821
8,14.66039982
8,14.660399819
3,14.660399818
1,14.660399817
0,14.660399816
3,14.660399814
1,14.660399813
3,14.660399812
7,14.660399811
7,14.66039981
8,14.660399809
9,14.660399808
5,14.660399807
6,14.660399806
4,14.660399805
5,14.660399803
5,14.660399802
9,14.660399801
4,14.6603998
5,14.660399799
6,14.660399798
6,14.660399797
4,14.660399796
9,14.660399795
7,14.660399794
4,14.660399792
4,14.660399791
9,14.66039979
3,14.660399789
